epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,99.4122,0.66726,0.4334,0.84667,0.96191,0.91233,0.97796,0.8268,0.60825,0.38606,0.79324,0.0016304,0.0016304,0.0016304
30,102.475,0.69279,0.43863,0.8461,0.95621,0.92329,0.97892,0.82613,0.59763,0.38907,0.79515,0.0016172,0.0016172,0.0016172
31,105.521,0.66932,0.43208,0.85538,0.96469,0.89817,0.97333,0.80977,0.59739,0.43207,0.79465,0.001604,0.001604,0.001604
32,108.52,0.71543,0.44653,0.86089,0.90559,0.91781,0.96299,0.81214,0.63004,0.43543,0.79976,0.0015908,0.0015908,0.0015908
33,111.456,0.70101,0.44899,0.85408,0.97284,0.88314,0.97675,0.8167,0.63673,0.40955,0.79648,0.0015776,0.0015776,0.0015776
34,114.372,0.64724,0.41877,0.84131,0.9706,0.90461,0.98044,0.83891,0.56154,0.38566,0.78959,0.0015644,0.0015644,0.0015644
35,117.395,0.64009,0.40828,0.83873,0.97293,0.92329,0.97749,0.81798,0.60232,0.37429,0.79627,0.0015512,0.0015512,0.0015512
36,120.423,0.61694,0.39474,0.83369,0.96466,0.93699,0.97626,0.80658,0.61978,0.39205,0.7992,0.001538,0.001538,0.001538
37,123.368,0.5946,0.38444,0.82925,0.96907,0.94423,0.97632,0.8095,0.63922,0.36973,0.79913,0.0015248,0.0015248,0.0015248
38,126.285,0.61678,0.39801,0.82887,0.94822,0.9533,0.97713,0.83129,0.61894,0.38299,0.79296,0.0015116,0.0015116,0.0015116
39,129.248,0.6453,0.41087,0.83344,0.96941,0.90959,0.96964,0.78924,0.75649,0.41762,0.81486,0.0014984,0.0014984,0.0014984
40,132.089,0.6248,0.41318,0.83086,0.92342,0.95806,0.97831,0.80175,0.67871,0.39754,0.79661,0.0014852,0.0014852,0.0014852
41,134.917,0.6104,0.39066,0.83209,0.97588,0.91781,0.98034,0.84049,0.55609,0.36423,0.78538,0.001472,0.001472,0.001472
42,137.825,0.61682,0.39571,0.83333,0.96756,0.92055,0.98106,0.84635,0.52384,0.35336,0.78284,0.0014588,0.0014588,0.0014588
43,140.887,0.57377,0.37743,0.81706,0.9629,0.92603,0.97967,0.83646,0.54917,0.37857,0.78373,0.0014456,0.0014456,0.0014456
44,144.187,0.61036,0.39063,0.83691,0.97068,0.90701,0.97865,0.84076,0.54943,0.36377,0.78805,0.0014324,0.0014324,0.0014324
45,147.29,0.59384,0.38455,0.82639,0.97368,0.91234,0.98333,0.83973,0.56346,0.35268,0.79031,0.0014192,0.0014192,0.0014192
46,150.333,0.59134,0.37808,0.82449,0.97351,0.93699,0.98352,0.83976,0.55148,0.34192,0.78765,0.001406,0.001406,0.001406
47,153.124,0.61852,0.39046,0.83413,0.95552,0.94163,0.98386,0.81307,0.64872,0.36547,0.79669,0.0013928,0.0013928,0.0013928
48,155.979,0.59463,0.37772,0.83179,0.95077,0.95243,0.98372,0.82002,0.63194,0.36784,0.79673,0.0013796,0.0013796,0.0013796
49,158.815,0.59012,0.38234,0.82846,0.9497,0.93101,0.98061,0.84001,0.57457,0.3585,0.78299,0.0013664,0.0013664,0.0013664
50,161.667,0.58377,0.37278,0.82743,0.95159,0.93151,0.98066,0.82816,0.58094,0.38118,0.7863,0.0013532,0.0013532,0.0013532
51,164.552,0.63648,0.39107,0.82812,0.96105,0.94247,0.98438,0.81958,0.61957,0.39241,0.79123,0.00134,0.00134,0.00134
52,167.636,0.6011,0.39396,0.83237,0.96085,0.94125,0.97834,0.8114,0.6144,0.38118,0.79287,0.0013268,0.0013268,0.0013268
53,170.432,0.59155,0.37697,0.83239,0.97281,0.93699,0.97881,0.83911,0.54809,0.34334,0.78734,0.0013136,0.0013136,0.0013136
54,173.51,0.56834,0.36249,0.82098,0.9612,0.95031,0.97861,0.83511,0.56025,0.36013,0.78926,0.0013004,0.0013004,0.0013004
55,176.623,0.57123,0.3644,0.8168,0.9352,0.94896,0.97768,0.85047,0.54084,0.36046,0.7841,0.0012872,0.0012872,0.0012872
56,179.508,0.5987,0.36719,0.82503,0.95565,0.94446,0.97831,0.85288,0.52882,0.34323,0.78229,0.001274,0.001274,0.001274
57,182.737,0.58824,0.37455,0.82782,0.95554,0.94247,0.97995,0.8291,0.59905,0.36564,0.78995,0.0012608,0.0012608,0.0012608
58,185.74,0.54897,0.351,0.81917,0.96743,0.93699,0.97975,0.84692,0.52041,0.35932,0.77982,0.0012476,0.0012476,0.0012476
59,188.593,0.59221,0.36831,0.83087,0.96064,0.9362,0.97976,0.86389,0.49177,0.34046,0.77768,0.0012344,0.0012344,0.0012344
60,191.624,0.57241,0.34807,0.81571,0.96838,0.9229,0.97931,0.83208,0.61357,0.3544,0.78861,0.0012212,0.0012212,0.0012212
61,194.516,0.57872,0.36133,0.82258,0.96101,0.94547,0.98225,0.85392,0.54794,0.32768,0.78139,0.001208,0.001208,0.001208
62,197.388,0.53547,0.34274,0.82023,0.95372,0.95975,0.98431,0.86157,0.53736,0.31586,0.78099,0.0011948,0.0011948,0.0011948
63,200.229,0.57337,0.35597,0.8265,0.98275,0.93653,0.97951,0.86537,0.51342,0.31445,0.77757,0.0011816,0.0011816,0.0011816
64,203.613,0.54447,0.34649,0.82088,0.9576,0.94795,0.98503,0.85099,0.52736,0.32076,0.78153,0.0011684,0.0011684,0.0011684
65,206.987,0.58459,0.35981,0.8262,0.94847,0.95814,0.98427,0.86079,0.51615,0.32706,0.78139,0.0011552,0.0011552,0.0011552
66,210.162,0.5768,0.35805,0.82187,0.94331,0.95745,0.97884,0.86264,0.52051,0.32159,0.78214,0.001142,0.001142,0.001142
67,212.933,0.57238,0.35145,0.81994,0.95961,0.93425,0.9779,0.84064,0.56372,0.33103,0.7839,0.0011288,0.0011288,0.0011288
68,215.643,0.55632,0.3513,0.83132,0.94007,0.96164,0.98481,0.85664,0.54441,0.34239,0.78348,0.0011156,0.0011156,0.0011156
69,218.418,0.55672,0.35595,0.8194,0.97178,0.92877,0.98463,0.85967,0.53121,0.32538,0.78217,0.0011024,0.0011024,0.0011024
70,221.218,0.54893,0.344,0.82237,0.97682,0.92372,0.98682,0.86692,0.51521,0.32151,0.78131,0.0010892,0.0010892,0.0010892
71,224.147,0.52617,0.33259,0.81782,0.94831,0.95496,0.98833,0.86391,0.50484,0.30784,0.77941,0.001076,0.001076,0.001076
72,226.95,0.52132,0.32828,0.81866,0.97724,0.94088,0.98692,0.86063,0.49886,0.32063,0.78125,0.0010628,0.0010628,0.0010628
73,229.688,0.54186,0.32708,0.82165,0.97713,0.93657,0.98776,0.8589,0.50105,0.30941,0.78006,0.0010496,0.0010496,0.0010496
74,232.505,0.5233,0.32336,0.80969,0.94976,0.9589,0.98734,0.86199,0.50329,0.3086,0.78033,0.0010364,0.0010364,0.0010364
75,235.541,0.53051,0.32583,0.81232,0.95337,0.95235,0.9875,0.87509,0.50217,0.31126,0.78026,0.0010232,0.0010232,0.0010232
76,238.847,0.51603,0.32087,0.81401,0.95541,0.93931,0.98711,0.85591,0.55614,0.32584,0.78442,0.00101,0.00101,0.00101
77,241.948,0.53714,0.32594,0.80903,0.95294,0.94305,0.98853,0.86931,0.52051,0.32096,0.78047,0.0009968,0.0009968,0.0009968
78,245.215,0.55019,0.3328,0.81797,0.96438,0.93973,0.97844,0.85418,0.51361,0.31132,0.77965,0.0009836,0.0009836,0.0009836
79,248.254,0.54804,0.33774,0.81796,0.97131,0.92756,0.986,0.87354,0.49417,0.30991,0.77666,0.0009704,0.0009704,0.0009704
80,251.372,0.54803,0.3382,0.81578,0.98276,0.92055,0.97886,0.86218,0.48485,0.31053,0.77734,0.0009572,0.0009572,0.0009572
81,254.563,0.53386,0.33285,0.81396,0.95459,0.93151,0.97658,0.83727,0.57246,0.34431,0.78795,0.000944,0.000944,0.000944
82,257.92,0.56434,0.35079,0.82498,0.9714,0.93048,0.98557,0.85177,0.49585,0.3294,0.78077,0.0009308,0.0009308,0.0009308
83,260.908,0.51499,0.32381,0.81378,0.9742,0.93097,0.98495,0.8633,0.47361,0.31072,0.77514,0.0009176,0.0009176,0.0009176
84,263.659,0.51086,0.32138,0.81204,0.977,0.93121,0.98677,0.85896,0.50433,0.3165,0.77894,0.0009044,0.0009044,0.0009044
85,266.408,0.51427,0.32504,0.82136,0.97395,0.92195,0.98632,0.87434,0.48076,0.29547,0.77684,0.0008912,0.0008912,0.0008912
86,269.145,0.5115,0.31813,0.81083,0.96931,0.92329,0.98572,0.84075,0.55412,0.31993,0.78556,0.000878,0.000878,0.000878
87,271.829,0.52597,0.32396,0.81638,0.96229,0.92877,0.98537,0.85687,0.50316,0.30933,0.78028,0.0008648,0.0008648,0.0008648
88,274.592,0.52645,0.3323,0.82025,0.9406,0.9544,0.97842,0.87324,0.466,0.3002,0.77746,0.0008516,0.0008516,0.0008516
89,277.339,0.49834,0.30675,0.80721,0.956,0.94521,0.98465,0.87654,0.46741,0.30255,0.77693,0.0008384,0.0008384,0.0008384
90,280.184,0.50922,0.31581,0.81617,0.95723,0.94521,0.97987,0.87531,0.46708,0.30351,0.77729,0.0008252,0.0008252,0.0008252
91,283.028,0.51279,0.32335,0.81556,0.95361,0.9574,0.98009,0.85913,0.50517,0.30534,0.78203,0.000812,0.000812,0.000812
92,285.916,0.5137,0.31921,0.81122,0.96023,0.9589,0.97965,0.86251,0.51527,0.30367,0.78107,0.0007988,0.0007988,0.0007988
93,288.75,0.51666,0.32253,0.8149,0.94895,0.96772,0.9869,0.87335,0.45898,0.29784,0.77475,0.0007856,0.0007856,0.0007856
94,291.768,0.50768,0.32762,0.8138,0.95288,0.96712,0.98635,0.87807,0.4656,0.29283,0.77475,0.0007724,0.0007724,0.0007724
95,294.935,0.49795,0.30968,0.80991,0.94782,0.96712,0.98657,0.8762,0.47121,0.29444,0.77405,0.0007592,0.0007592,0.0007592
96,297.962,0.49056,0.30481,0.8057,0.96076,0.93919,0.98477,0.86886,0.51601,0.29885,0.7793,0.000746,0.000746,0.000746
97,300.928,0.48573,0.30252,0.81089,0.9871,0.91233,0.97693,0.87812,0.45607,0.29421,0.77448,0.0007328,0.0007328,0.0007328
98,304.032,0.50288,0.30801,0.80718,0.95027,0.95068,0.97872,0.87827,0.46667,0.30006,0.77442,0.0007196,0.0007196,0.0007196
99,307.024,0.50237,0.30804,0.80977,0.95162,0.9589,0.97931,0.86731,0.50768,0.30219,0.7777,0.0007064,0.0007064,0.0007064
100,309.894,0.50426,0.31116,0.81418,0.97236,0.93973,0.97923,0.87765,0.45736,0.29118,0.77461,0.0006932,0.0006932,0.0006932
101,312.733,0.51568,0.31564,0.81223,0.96926,0.95342,0.98094,0.87519,0.47639,0.29038,0.775,0.00068,0.00068,0.00068
102,315.697,0.48241,0.29876,0.80815,0.96526,0.95342,0.98558,0.87455,0.47834,0.28734,0.77534,0.0006668,0.0006668,0.0006668
103,318.696,0.50368,0.30178,0.80787,0.96668,0.95342,0.98604,0.87777,0.45742,0.28841,0.77362,0.0006536,0.0006536,0.0006536
104,321.731,0.49729,0.30971,0.81351,0.96014,0.95616,0.98668,0.87918,0.45755,0.28211,0.77516,0.0006404,0.0006404,0.0006404
105,324.891,0.49482,0.29802,0.81377,0.97089,0.95068,0.98105,0.87968,0.44899,0.27659,0.77304,0.0006272,0.0006272,0.0006272
106,327.97,0.48164,0.29982,0.80864,0.96804,0.95068,0.98108,0.86368,0.48756,0.29049,0.77761,0.000614,0.000614,0.000614
107,330.704,0.49124,0.30247,0.81428,0.9543,0.97255,0.98111,0.88135,0.4555,0.27908,0.77393,0.0006008,0.0006008,0.0006008
108,333.575,0.48894,0.2964,0.80285,0.97701,0.93154,0.98546,0.87433,0.44986,0.27801,0.77356,0.0005876,0.0005876,0.0005876
109,336.296,0.45752,0.29093,0.79853,0.97917,0.93973,0.98473,0.88207,0.44273,0.28745,0.77303,0.0005744,0.0005744,0.0005744
110,339.239,0.49891,0.30665,0.81044,0.97707,0.93381,0.98509,0.88364,0.45028,0.28074,0.77368,0.0005612,0.0005612,0.0005612
111,342.2,0.48516,0.2972,0.80796,0.97978,0.92929,0.98672,0.88792,0.44796,0.28768,0.77177,0.000548,0.000548,0.000548
112,345.181,0.45268,0.28585,0.79985,0.97647,0.93973,0.98528,0.87774,0.46172,0.2792,0.77435,0.0005348,0.0005348,0.0005348
113,347.934,0.47938,0.30248,0.80216,0.97713,0.93635,0.98098,0.85782,0.4933,0.28971,0.77889,0.0005216,0.0005216,0.0005216
114,350.794,0.47122,0.30013,0.812,0.97168,0.94005,0.98071,0.86564,0.47667,0.29161,0.77762,0.0005084,0.0005084,0.0005084
115,353.771,0.48673,0.30227,0.81023,0.9772,0.93951,0.97958,0.86666,0.46329,0.28233,0.77617,0.0004952,0.0004952,0.0004952
116,356.637,0.4776,0.2944,0.80263,0.98063,0.92877,0.9848,0.86655,0.47972,0.28346,0.77392,0.000482,0.000482,0.000482
117,359.432,0.45466,0.28606,0.80442,0.98095,0.93425,0.98782,0.87991,0.46422,0.27861,0.77329,0.0004688,0.0004688,0.0004688
118,362.228,0.46431,0.29096,0.80631,0.98101,0.93151,0.98559,0.88172,0.45474,0.27359,0.77414,0.0004556,0.0004556,0.0004556
119,365.091,0.45449,0.2891,0.80497,0.96369,0.94517,0.98591,0.88807,0.43295,0.26624,0.77171,0.0004424,0.0004424,0.0004424
120,368.055,0.5057,0.3106,0.81423,0.95858,0.95106,0.97944,0.88427,0.43515,0.26975,0.77195,0.0004292,0.0004292,0.0004292
121,370.879,0.47129,0.29205,0.80685,0.97701,0.93159,0.98529,0.89082,0.42771,0.27624,0.77265,0.000416,0.000416,0.000416
122,373.8,0.46087,0.28447,0.79532,0.95768,0.9589,0.98471,0.88872,0.43049,0.27111,0.77277,0.0004028,0.0004028,0.0004028
123,376.553,0.4773,0.30263,0.80987,0.95593,0.9589,0.9845,0.88609,0.42742,0.26867,0.77273,0.0003896,0.0003896,0.0003896
124,379.384,0.45132,0.28608,0.80211,0.95098,0.95663,0.98013,0.88458,0.42868,0.26938,0.77218,0.0003764,0.0003764,0.0003764
125,382.128,0.44129,0.27786,0.79908,0.95351,0.95522,0.97976,0.88596,0.41573,0.26446,0.77055,0.0003632,0.0003632,0.0003632
126,385.035,0.45825,0.28503,0.80215,0.96416,0.95809,0.97976,0.88951,0.42227,0.26894,0.7707,0.00035,0.00035,0.00035
127,388.213,0.44791,0.27695,0.80469,0.95596,0.96438,0.98033,0.88931,0.41396,0.26508,0.76983,0.0003368,0.0003368,0.0003368
128,391.414,0.43058,0.27106,0.80048,0.96154,0.95894,0.98902,0.88533,0.44101,0.26888,0.77298,0.0003236,0.0003236,0.0003236
129,394.343,0.43062,0.26884,0.79824,0.97469,0.94938,0.98135,0.88522,0.45095,0.27158,0.77245,0.0003104,0.0003104,0.0003104
130,397.331,0.44759,0.2793,0.80079,0.96682,0.96164,0.98113,0.89047,0.4321,0.26081,0.77141,0.0002972,0.0002972,0.0002972
131,400.241,0.4356,0.28346,0.79824,0.96956,0.96003,0.98864,0.89078,0.42985,0.26295,0.7705,0.000284,0.000284,0.000284
132,403.172,0.45911,0.2868,0.80393,0.97221,0.95859,0.98951,0.89817,0.41646,0.25831,0.76925,0.0002708,0.0002708,0.0002708
133,406.095,0.46351,0.28704,0.80478,0.9697,0.96435,0.98811,0.89671,0.42717,0.26178,0.77061,0.0002576,0.0002576,0.0002576
134,409.054,0.4384,0.27793,0.80053,0.95413,0.96875,0.98952,0.88969,0.4197,0.25841,0.77046,0.0002444,0.0002444,0.0002444
135,412.102,0.41764,0.26414,0.79912,0.95217,0.9726,0.9894,0.89303,0.41765,0.25587,0.76983,0.0002312,0.0002312,0.0002312
136,414.95,0.44561,0.27653,0.80424,0.96392,0.9589,0.98958,0.88798,0.42858,0.25691,0.77056,0.000218,0.000218,0.000218
137,417.765,0.43048,0.27006,0.808,0.96796,0.95342,0.98933,0.89189,0.42531,0.25764,0.77002,0.0002048,0.0002048,0.0002048
138,420.581,0.45194,0.27847,0.79776,0.96936,0.95342,0.98945,0.89351,0.42504,0.26021,0.77054,0.0001916,0.0001916,0.0001916
139,423.314,0.45804,0.27704,0.8031,0.97205,0.95297,0.98776,0.88966,0.42835,0.26165,0.77129,0.0001784,0.0001784,0.0001784
140,426.033,0.44322,0.26719,0.79817,0.96883,0.95616,0.98123,0.89407,0.41919,0.2594,0.77075,0.0001652,0.0001652,0.0001652
141,437.316,0.38119,0.24433,0.78367,0.96665,0.95282,0.98093,0.89548,0.41556,0.25767,0.77078,0.000152,0.000152,0.000152
142,440.768,0.37628,0.24034,0.78751,0.96664,0.95279,0.98036,0.89319,0.41246,0.25641,0.77076,0.0001388,0.0001388,0.0001388
143,443.784,0.37131,0.24071,0.78495,0.96227,0.95342,0.98008,0.89296,0.41054,0.25729,0.7712,0.0001256,0.0001256,0.0001256
144,446.614,0.35069,0.23051,0.77907,0.9587,0.96164,0.97963,0.89208,0.41103,0.25546,0.7715,0.0001124,0.0001124,0.0001124
145,449.403,0.36694,0.2341,0.78617,0.95635,0.96164,0.97983,0.88838,0.41207,0.25996,0.77102,9.92e-05,9.92e-05,9.92e-05
146,452.289,0.35868,0.23243,0.78669,0.9658,0.9589,0.98095,0.89261,0.41005,0.26152,0.77081,8.6e-05,8.6e-05,8.6e-05
147,455.121,0.37269,0.23766,0.77626,0.96419,0.95896,0.98104,0.89418,0.40958,0.26033,0.77095,7.28e-05,7.28e-05,7.28e-05
148,458.154,0.35726,0.23298,0.78442,0.96208,0.9589,0.98085,0.88975,0.41567,0.26126,0.77158,5.96e-05,5.96e-05,5.96e-05
149,461.076,0.35519,0.2325,0.77523,0.96446,0.95342,0.97971,0.89069,0.41488,0.26267,0.77127,4.64e-05,4.64e-05,4.64e-05
150,463.892,0.35499,0.2319,0.78594,0.96458,0.95342,0.97968,0.89118,0.41338,0.26047,0.77101,3.32e-05,3.32e-05,3.32e-05
