epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,46.8633,0.98384,0.77168,0.85972,0.05333,0.82759,0.74513,0.51681,1.01434,2.66527,0.83561,0.000725962,0.000725962,0.000725962
25,47.6246,0.90257,0.80926,0.8404,0.05222,0.81034,0.73648,0.56213,0.92004,2.64139,0.83697,0.000747152,0.000747152,0.000747152
26,48.4226,0.92513,0.72423,0.85359,0.05444,0.84483,0.73008,0.55707,0.94304,2.60081,0.84644,0.00076755,0.00076755,0.00076755
27,49.2272,0.88508,0.68969,0.85103,0.05556,0.86207,0.77178,0.54248,0.95736,2.54614,0.84015,0.000787156,0.000787156,0.000787156
28,50.2322,0.87037,0.72175,0.84318,0.05556,0.86207,0.77178,0.54248,0.95736,2.54614,0.84015,0.00080597,0.00080597,0.00080597
29,51.0009,0.84899,0.66478,0.85346,0.05667,0.87931,0.78412,0.54634,0.97858,2.49447,0.84804,0.000823992,0.000823992,0.000823992
30,51.8024,0.88599,0.74512,0.8533,0.05667,0.87931,0.79818,0.60612,0.91262,2.42696,0.84498,0.000841222,0.000841222,0.000841222
31,52.5858,0.87697,0.7361,0.85391,0.05667,0.87931,0.79818,0.60612,0.91262,2.42696,0.84498,0.00085766,0.00085766,0.00085766
32,53.3847,0.87191,0.682,0.86315,0.12956,0.84483,0.81468,0.61379,0.80679,2.3345,0.82454,0.000873306,0.000873306,0.000873306
33,54.2109,0.86621,0.74054,0.85406,0.82725,0.81034,0.82856,0.60186,0.89612,2.27539,0.82985,0.00088816,0.00088816,0.00088816
34,54.9634,0.88746,0.71698,0.86824,0.82725,0.81034,0.82856,0.60186,0.89612,2.27539,0.82985,0.000902222,0.000902222,0.000902222
35,55.7575,0.8133,0.65971,0.83264,0.95057,0.81034,0.8281,0.58926,0.96259,2.22456,0.84391,0.000915492,0.000915492,0.000915492
36,56.5044,0.86733,0.68021,0.85834,0.97851,0.78533,0.82704,0.57816,0.96904,2.16652,0.84465,0.00092797,0.00092797,0.00092797
37,57.2417,0.87519,0.66639,0.83795,0.97851,0.78533,0.82704,0.57816,0.96904,2.16652,0.84465,0.000939656,0.000939656,0.000939656
38,58.0407,0.82768,0.66238,0.85266,0.95716,0.77045,0.82541,0.61872,0.84939,2.13564,0.82475,0.00095055,0.00095055,0.00095055
39,58.892,0.84329,0.7021,0.83174,0.95456,0.72436,0.82852,0.60125,0.82411,2.11817,0.81596,0.000960652,0.000960652,0.000960652
40,59.6519,0.83998,0.63471,0.82985,0.95456,0.72436,0.82852,0.60125,0.82411,2.11817,0.81596,0.000969962,0.000969962,0.000969962
41,60.5432,0.84872,0.70243,0.85556,1,0.57507,0.83439,0.58741,0.88001,2.07158,0.83432,0.00097848,0.00097848,0.00097848
42,61.3448,0.76778,0.6409,0.83617,1,0.52525,0.84998,0.60532,0.85234,1.99801,0.831,0.000986206,0.000986206,0.000986206
43,62.0984,0.81448,0.64805,0.82554,1,0.52525,0.84998,0.60532,0.85234,1.99801,0.831,0.00099314,0.00099314,0.00099314
44,62.9559,0.85753,0.66303,0.85247,1,0.65338,0.87605,0.63016,0.81055,1.83032,0.82195,0.000999282,0.000999282,0.000999282
45,63.7099,0.86454,0.63005,0.84342,1,0.65338,0.87605,0.63016,0.81055,1.83032,0.82195,0.00100463,0.00100463,0.00100463
46,64.5372,0.88634,0.62632,0.84818,0.99471,0.75862,0.87991,0.6808,0.7606,1.67668,0.81833,0.00100919,0.00100919,0.00100919
47,65.3022,0.79687,0.59452,0.8253,0.99471,0.75862,0.87991,0.6808,0.7606,1.67668,0.81833,0.00101296,0.00101296,0.00101296
48,66.0813,0.86186,0.65678,0.83383,1,0.76769,0.8824,0.64586,0.90435,1.57364,0.83736,0.00101593,0.00101593,0.00101593
49,66.8017,0.79649,0.58584,0.83658,1,0.76769,0.8824,0.64586,0.90435,1.57364,0.83736,0.00101811,0.00101811,0.00101811
50,67.5699,0.82202,0.59387,0.83914,0.98587,0.7931,0.89344,0.61453,0.94353,1.45125,0.83678,0.0010195,0.0010195,0.0010195
51,68.3535,0.87529,0.6192,0.85722,0.98587,0.7931,0.89344,0.61453,0.94353,1.45125,0.83678,0.00101,0.00101,0.00101
52,69.1682,0.76989,0.60691,0.83761,0.99832,0.81034,0.89945,0.67471,0.82201,1.31246,0.82471,0.0009902,0.0009902,0.0009902
53,70.1396,0.8635,0.64589,0.8549,0.99832,0.81034,0.89945,0.67471,0.82201,1.31246,0.82471,0.0009704,0.0009704,0.0009704
54,70.9593,0.75736,0.6094,0.83645,0.97919,0.81121,0.92625,0.71995,0.76031,1.21871,0.81862,0.0009506,0.0009506,0.0009506
55,71.786,0.87143,0.62554,0.87505,0.97919,0.81121,0.92625,0.71995,0.76031,1.21871,0.81862,0.0009308,0.0009308,0.0009308
56,72.6521,0.82786,0.5896,0.83851,0.97939,0.81927,0.93187,0.73203,0.72216,1.15362,0.81321,0.000911,0.000911,0.000911
57,73.5467,0.81604,0.59879,0.82751,0.97939,0.81927,0.93187,0.73203,0.72216,1.15362,0.81321,0.0008912,0.0008912,0.0008912
58,74.3614,0.79213,0.56785,0.82362,0.96679,0.82759,0.9428,0.72019,0.79516,1.08166,0.82531,0.0008714,0.0008714,0.0008714
59,75.1795,0.76065,0.55876,0.81111,0.96679,0.82759,0.9428,0.72019,0.79516,1.08166,0.82531,0.0008516,0.0008516,0.0008516
60,76.0031,0.83629,0.63352,0.86812,0.95954,0.86207,0.94465,0.73102,0.78604,0.98394,0.82311,0.0008318,0.0008318,0.0008318
61,76.7771,0.73526,0.57047,0.83345,0.95954,0.86207,0.94465,0.73102,0.78604,0.98394,0.82311,0.000812,0.000812,0.000812
62,77.7159,0.72875,0.566,0.83123,0.98007,0.84801,0.94608,0.75412,0.72378,0.88738,0.81446,0.0007922,0.0007922,0.0007922
63,78.558,0.75919,0.57213,0.84709,0.98007,0.84801,0.94608,0.75412,0.72378,0.88738,0.81446,0.0007724,0.0007724,0.0007724
64,79.5186,0.75368,0.54746,0.82233,0.97985,0.83865,0.94581,0.76042,0.68889,0.81663,0.81093,0.0007526,0.0007526,0.0007526
65,80.358,0.7588,0.55889,0.83526,0.97985,0.83865,0.94581,0.76042,0.68889,0.81663,0.81093,0.0007328,0.0007328,0.0007328
66,81.1453,0.82641,0.58359,0.84059,0.98014,0.85117,0.94818,0.74493,0.71473,0.76476,0.8128,0.000713,0.000713,0.000713
67,81.8735,0.66087,0.52658,0.82027,0.98014,0.85117,0.94818,0.74493,0.71473,0.76476,0.8128,0.0006932,0.0006932,0.0006932
68,82.6322,0.77569,0.58183,0.83901,0.98005,0.84697,0.94749,0.74999,0.74135,0.7113,0.81523,0.0006734,0.0006734,0.0006734
69,83.3908,0.73894,0.56528,0.82804,0.98005,0.84697,0.94749,0.74999,0.74135,0.7113,0.81523,0.0006536,0.0006536,0.0006536
70,84.1995,0.79218,0.55897,0.82697,0.97999,0.84441,0.94571,0.7489,0.71082,0.67011,0.81349,0.0006338,0.0006338,0.0006338
71,85.0075,0.72521,0.52598,0.8439,0.97999,0.84441,0.94571,0.7489,0.71082,0.67011,0.81349,0.000614,0.000614,0.000614
72,85.8233,0.81261,0.57298,0.83973,0.98023,0.85473,0.94586,0.75094,0.67258,0.62446,0.80921,0.0005942,0.0005942,0.0005942
73,86.5669,0.71509,0.53233,0.82517,0.98023,0.85473,0.94586,0.75094,0.67258,0.62446,0.80921,0.0005744,0.0005744,0.0005744
74,87.3974,0.6779,0.56692,0.80882,0.98021,0.85385,0.94987,0.77241,0.65707,0.58217,0.80622,0.0005546,0.0005546,0.0005546
75,88.1525,0.6932,0.50106,0.82861,0.98021,0.85385,0.94987,0.77241,0.65707,0.58217,0.80622,0.0005348,0.0005348,0.0005348
76,88.9407,0.87866,0.61966,0.86493,0.89796,0.91038,0.94964,0.76854,0.66006,0.56945,0.80868,0.000515,0.000515,0.000515
77,89.6798,0.70166,0.49312,0.81207,0.89796,0.91038,0.94964,0.76854,0.66006,0.56945,0.80868,0.0004952,0.0004952,0.0004952
78,90.4798,0.68738,0.53323,0.81479,0.8845,0.93103,0.95089,0.76476,0.65062,0.55626,0.80709,0.0004754,0.0004754,0.0004754
79,91.3406,0.70366,0.49873,0.82283,0.8845,0.93103,0.95089,0.76476,0.65062,0.55626,0.80709,0.0004556,0.0004556,0.0004556
80,92.1637,0.67375,0.50893,0.82246,0.87979,0.93103,0.95318,0.7668,0.66139,0.55645,0.80933,0.0004358,0.0004358,0.0004358
81,92.9196,0.67536,0.49213,0.80534,0.87979,0.93103,0.95318,0.7668,0.66139,0.55645,0.80933,0.000416,0.000416,0.000416
82,93.701,0.75084,0.54942,0.87009,0.87735,0.93103,0.95678,0.75867,0.67743,0.54581,0.81189,0.0003962,0.0003962,0.0003962
83,94.478,0.71258,0.51807,0.82592,0.87735,0.93103,0.95678,0.75867,0.67743,0.54581,0.81189,0.0003764,0.0003764,0.0003764
84,95.3773,0.75943,0.55853,0.83575,0.87031,0.9257,0.95802,0.76985,0.67733,0.53062,0.81164,0.0003566,0.0003566,0.0003566
85,96.191,0.72909,0.53648,0.83677,0.87031,0.9257,0.95802,0.76985,0.67733,0.53062,0.81164,0.0003368,0.0003368,0.0003368
86,97.0029,0.694,0.49874,0.8139,0.94397,0.87143,0.95703,0.77761,0.67461,0.51713,0.80968,0.000317,0.000317,0.000317
87,97.7725,0.72125,0.50658,0.81787,0.94397,0.87143,0.95703,0.77761,0.67461,0.51713,0.80968,0.0002972,0.0002972,0.0002972
88,98.5798,0.72068,0.49493,0.81557,0.94412,0.87399,0.95752,0.77728,0.66105,0.50269,0.8057,0.0002774,0.0002774,0.0002774
89,99.32,0.62853,0.50086,0.79564,0.94412,0.87399,0.95752,0.77728,0.66105,0.50269,0.8057,0.0002576,0.0002576,0.0002576
90,100.085,0.73589,0.53059,0.83429,0.94414,0.87426,0.95685,0.76767,0.66513,0.49179,0.80589,0.0002378,0.0002378,0.0002378
91,110.648,0.62408,0.50285,0.80866,0.94414,0.87426,0.95685,0.76767,0.66513,0.49179,0.80589,0.000218,0.000218,0.000218
92,111.983,0.63519,0.53187,0.80716,0.94406,0.8729,0.95651,0.76732,0.67735,0.49402,0.80716,0.0001982,0.0001982,0.0001982
93,112.805,0.64253,0.50597,0.80222,0.94406,0.8729,0.95651,0.76732,0.67735,0.49402,0.80716,0.0001784,0.0001784,0.0001784
94,113.619,0.60896,0.49463,0.8101,0.94408,0.8733,0.95779,0.76558,0.70487,0.50128,0.80888,0.0001586,0.0001586,0.0001586
95,114.368,0.58566,0.50307,0.80605,0.94408,0.8733,0.95779,0.76558,0.70487,0.50128,0.80888,0.0001388,0.0001388,0.0001388
96,115.211,0.61967,0.48988,0.8149,0.944,0.87208,0.96412,0.76124,0.73921,0.50468,0.81247,0.000119,0.000119,0.000119
97,115.968,0.67472,0.50793,0.80624,0.944,0.87208,0.96412,0.76124,0.73921,0.50468,0.81247,9.92e-05,9.92e-05,9.92e-05
98,116.777,0.63075,0.47654,0.80614,0.98446,0.82759,0.9636,0.75373,0.74817,0.49975,0.81373,7.94e-05,7.94e-05,7.94e-05
99,117.511,0.61069,0.49277,0.8103,0.98446,0.82759,0.9636,0.75373,0.74817,0.49975,0.81373,5.96e-05,5.96e-05,5.96e-05
100,118.295,0.59452,0.47921,0.81519,1,0.83998,0.96385,0.749,0.73869,0.49801,0.81274,3.98e-05,3.98e-05,3.98e-05
